,date,title,rating,body,model
595,28 March 2021,Little noisy. But good design,4.0,Quite noisy and it is very difficult to pour water without spilling on the floor. Quite difficult to understand the buttons. Which position means cool with water which means just fan not very clear. Else it seems to work fine.,Old Model
596,24 April 2021,Worth of money,4.0,"This product is very good within the price range. But it would have been better, if the water pouring port would have been little bigger and extended more outside. Due to the small size of that spillage may happen.",Old Model
597,24 April 2022,"Nice Product, Value for Money",5.0,Overall experience of using this cooler is Very Good. Cross ventilation will help cooling experience much better.Only drawback is arrangement for adding water is too small. Using hose pipe the only better option. Adding water by mugs is very time consuming and irritating task.Company should make water inlet opening bigger.,New Model
598,18 June 2020,Nice coller for 1 to 3 person,4.0,It works nice when the room ventilation is good. Can use fan and water motor mood. Very easy easy to open but difficult to clean water chamber. Good buy in price range of 5 k to 5.5k. Value for money do the job nicely. Its very light weight and portable a big advantage. Water full tank sufficient for one night sleep.,Old Model
599,17 March 2021,Good quality cooler only if you receive product safely. Transportation quality should be improved,4.0,Bajaj cooler is best as personal cooler for small and medium room size.. Noice level is low. Body Material quality is average. Received product in time but due to transport there was damage to the fan and motor. Not happy with transport..,Old Model
600,6 April 2019,Quality product,4.0,this cooler is specially designed for bed room or a small hall. cooling and fan is good. I like bajaj items for there quality. only one thing which i dislike is speed control buttons which starts from 3 to 1 it is in convinent to operate. but other than that i thanks amazon for good price and sending safely of this product. package is also good. you can buy it. this is my 3rd cooler of same brand which i purchase for my relative. I Thanks Amazon for good service and quality products supply.,Old Model
601,14 April 2019,Cute & Stylish,4.0,This is a cute little pet which is very cool and stylish. Just Ok for a small room of 10X10. I am using it for last one year and I am very much satisfied. It kept my room cool in peak of summer. The only problem is draining water out of the tub at the end of the summer season. I was using the fan all through  without running the pump after summer. I like its size and look. An excellent personal cooler. The only con is that it is a bit highly priced.,Old Model
602,22 March 2021,Good to buy,4.0,"Excellent product, handy and economical. Only problem is the throw of air is not more than 15 to 20 feet so not recommended for medium room or hall. Also it is only usable for 2 persons.",Old Model
603,12 June 2021,Not up to mark,3.0,It is very light to carry from one room to another.hiwever major disadvantages are the cooling is not up to mark 2. When u refill water ubhave to remove back panel fully and the plastic locks are not sturdy .,Old Model
604,30 April 2021,It's small but powerfull,4.0,In starting I thought that this is so small cooler but as I used it for several days I realised that it is such a nice cooler and now I can give him a title 'chota packet bada dhamaka',Old Model
605,3 December 2020,Cooler - The heat goes down.,4.0,"It's quite cooling.  weather it's a hot temperature, weather hot headed or  hot blooded the cooler does have a cooling effect. As for the noice level it does cut off the outside noise but again the noise is not too loud .",Old Model
606,5 April 2021,Moderate product,3.0,"Too small hardly 2 ft height. Good for single user. Dont feel like cooler wont work for tempreture higher than 35°C , small cooling coverage. Moderate product looks like a toy.Plus point - compact ,light weight , big water tank,",Old Model
607,17 April 2019,"Product is good but worst delivery team , negligence on local delivery team",4.0,"Product is good and worth at price range with minimum noise level , its user friendly and overall good product.But at the same time it was the worst delivery experience of the product as it was scheduled to deliver on 3rd April but after repeated call and follow up to Amazon and delivery I got this product on 17th April.Really a night mare and very bad experience on behalf on product ..I hope it improves .After assurance from delivery team also repeatedly call for 5 days product wasn't deliver ..Finally I got product ..thank god",Old Model
608,31 August 2022,Waste of money please avoid this item,2.0,Low air flow,New Model
609,8 August 2021,Nice product,3.0,"Good with portability, it's noisy, regulated movments all good but while delivering they made damage in product but ok I negotiate those. I found crack on two side of my purchase",Old Model
610,15 April 2022,Online is not the option for electronic items,5.0,Cooler is good but request you to Dont buy from online site...sellere provide defective or damaged or replaced product then we have to replace it again ...it only depends on your luck...and time wasting process..it could be taking 10 days for replacement or refund..bajaj is trusted brand but sellers not valued...go directly to showrooms....,New Model
611,26 April 2021,Noisy,3.0,Cooler is smaller than I expected. Functioning is OK. But the noise level is bit high. We cannot use during night because of noise. Power guzzler. Consumes power like an air conditioner. The quality of fan blade is poor.,Old Model
612,27 July 2022,It is excellent during summer for a 10 feet by 12 feet room,5.0,"Well, you cannot compare an AC noise level with a water cooler level. That's about it. It certainly is a little bit more nosier than an AC; but not unbearable!!!",New Model
613,20 March 2021,Best cooler,5.0,Don't listen to the negative reviews....This cooler is capable to cool a medium room easily... Just proper ventilation should be there... Otherwise you'll feel humid.People saying water feeling section is too small.... Yes it is...but you can remove any side of the cooler so that you can fill water in one go...Only one issue is the wire provided is not so long.... So if your power plug is not nearest you may need to have a extension box.... In my case though it is not a problem.,Old Model
614,19 May 2021,Good product but need to improve build quality,3.0,ProsAir flow was good for small room.Less power consumption compared to other coolers in same range.ConsBuild quality looks like cheap it's better if we don't move frequently.No provision for adding icecubes,Old Model
615,8 July 2020,Excellent product.. best in price range below 6k.. working great in my kitchen,5.0,Excellent product.. Thank u Amazon.. was delivered a day late than scheduled day.. unboxed & installed today.. there was a small issue with product found after unboxing.. the water level indicator ball was stuck in fan blade.. I opened a side pad & manually corrected it.. after that it is working superb..cooling is a bit lower than desert cooler but fan speed & pump functionality is good... my motto was a suitable cooler for kitchen & it perfectly suited it on installation (as seen in pics)... overall height is few cm smaller than gas platform in kitchen.. now the issue of coping with heat or humidity in kitchen has been resolved...😊😊,Old Model
616,25 April 2019,Not quite what I was looking for.,1.0,"It doesn't match any criteria for what I needed in a cooler and what I was expecting.My room comes within the area of 150 sq. Feet and as per the cooler description ,it should have worked very fine and smoothly.But no sir , not at all.The air throwing capacity is much lesser. Speed control button does not work the way you want to ,meaning all three Speed settings have same speed .It worked fine when bought for 10 days max. Because at that time the temperature was 30°c average.And as the daily temperature started to rise daily avg. of 40°c this doesn't work at all.I had to buy a fan ,not Bajaj (never Bajaj again).So if you want to buy a cooler just purchase through a local dealer and if daily temperature rises upto 42-43°c then try to purchase big cooler with blower of any local company. I think this cooler is only for room decoration.It seems like they bragged too much about what this cooler can do . And that is nothing at all.If I can return it then I would in a heartbeat not expecting full refund either . Just enough so that I can buy another cooler.P.S.:-I hope those who want to buy it think for a moment.My expectations are very low at this moment.",Old Model
617,7 May 2022,Portable air cooler that does its job well within the limits,5.0,"Portable, less noise and effective for a small to medium room.Air throw good as well.The only grip is that the water filling slot is too small and even the pipe cannot fixed there. Need to hold the pipe manually while filling the water",New Model
618,3 May 2021,Happy with the usage,4.0,"The media could not be loaded.
                



 Cooling is nice as along with water i add huge icecubes . Lil noisy but with this budget I am happy.Plastic quality is lil lower one so have to careful while cleaning it...but otherwise good to go for 5k budget with nice cooling effect.",Old Model
619,10 May 2021,"No cooling effect, with foul smell",3.0,"Product is not upto mark, air is not circulated with in 4 ft as well. No cooling effect, foul smell emitted. Product return as per policy terms. Appreciated amazon services with quick return and refund.",Old Model
620,7 April 2021,"Okay Product, brittle body",3.0,"The body is not very durable.There was a noticeable crack on one of the sides,  and the plastic body looks modest and not very strong.Air throw is good, but it's still the first day so..",Old Model
621,18 August 2022,Very convenient and useful,5.0,The roller wheels are delicate and needs to be handled carefully. One roller comes out if the cooler is lifted.,New Model
622,23 May 2020,Good buy @5k,4.0,"Got @5k... OkLacks1.Sides are not well finished, stuckes badly during opening and closing not expected from Company like Bajaj.2.water outlet absent.3.need stand4. Ice cube box absent5. Air direction adjusters are not good.Pros1. Good cooling if placed outside.2. Reasonable price3. Packing and delivery was good thanks #amazon4. Low noise as compared to others.",Old Model
623,15 January 2022,Good product,4.0,It's good one,Old Model
624,26 August 2019,Works fine,4.0,The cooler holds enough water to run around 8 hours in super dry weather. It is portable and the noise it generates is acceptable. The regulation and directional flow works well.However there are some drawbacks as well:1) No ice tray2) You must need a pipe to fill it in - it is almost impossible to use a bucket or mug etc.3) There is a problem of water leakage - quite a lot of water seeps through the joints,Old Model
625,10 May 2021,Average product for more than 6k price .,3.0,"Doesn't seem like 36 L in size.  Quite compact . Does the job for small room . I got this for 6100 but I think its worth at 5k , 5500 max .",Old Model
626,17 April 2021,Worth the Money,4.0,"I waited to see the performance for a forth night. Definitely worth the money spent. Don't expect AC cooling but for a medium size room, its good enough to have a break from the heat.",Old Model
627,16 September 2022,Ajj tak chalu he,5.0,I think used 3 year...fir v avitak chalu he no problem.....,Old Model
628,14 March 2022,Water coming from fins,2.0,"The media could not be loaded.
                



 Water is coming out of front fins if I start pump. No idea of how to contact customer care of Bajaj.Moreover I did not get warrenty card and instruction manual in the packaging I received.",New Model
629,4 July 2021,Size should be 2ft. More taller,3.0,"Product is good but size of the product is not so good,it should be 2ft tall.i have to arrange jugad to lift it up at the level of my bed...",Old Model
630,24 October 2022,Very bad 😔😔😔 product,1.0,I complaint to two times but no useMy problem is not solveVery very worste service Bajaj service was not goodI promised Bajaj service is very very worste service20 days back I complaint but still today my problem is not solved,New Model
631,14 April 2021,Good but smell is potent,4.0,Good product but only problem is the smell you would need to clean the water up every other day if not everyday.. but does give a cooling effect and is very portable which is handy,Old Model
632,7 June 2021,Just ok.. not very good.,3.0,Ok for small room (10×12). For one to two person.  Cooling is ok.Plastic screws useless not working  properly.  Inlet and outlet of water is not very convenient. Bit noisy,Old Model
633,7 August 2021,Ok types. Not great.,3.0,"The media could not be loaded.
                



 Not at all cool for warm places like Delhi and Haryana. Don't go for it if you want the room to be cold.",Old Model
634,26 May 2021,Price is higher than the market price,4.0,A little damaged from the side.Packaging was good and delivered on time.Cooling is satisfactory. Still a bit expensive from market price. I got the same cooler in lesser price from market.,Old Model
635,1 June 2021,Needs a bit improvement in body material,3.0,Body construction should be more robustic.Needs a bit improvement in body material.Plz check height and it's dimensions before purchase as its personal cooler but can be managed with 2 people.overally fine.Thankyou,Old Model
636,3 May 2022,Very Good Product,5.0,Very Nice Air throw. Noise level is not silent but decent. Honeycomb pad quality is very good. 36 Litter water tank capacity is sufficient for 16 to 18 hours operation. Only consern is honeycomb pad door lock quality. It is very hard to open and close.,New Model
637,31 May 2021,Satisfied with this cooler,4.0,I am giving this review after 1 month of use.. The performance of this cooler is really nice . I would recommend this product to buy ..This is available in affordable price..,Old Model
638,26 March 2021,Good,3.0,Cooler is ok..its not worth for 5899 we can purchase if the price is 4000..its comfortable with small room with 2 person.. It won't get complete cooling... 3 star rating is applicable this product as per my opinion,Old Model
639,25 May 2021,Perfect one to buy in this price change!,4.0,Perfect one to buy in this price change!Capacity of water is great. Fan speed and cooling is fabulous. 3 side honey comb mesh makes it much much efficient even in 40°C Temperature.,Old Model
640,16 March 2021,Best in range,4.0,Firstly delivery got delayed by a day(adjustable).The cooler is really best in this price range. Good air flow and easily portable.(Low quality portable wheels)other than this everything is perfectly fine. Just go for it,Old Model
641,9 June 2021,Very good air cooler,5.0,"Very good personal air cooler. Three side honey comb pads. Consumes water very less. Very cool air provided there are proper cross ventilation in the room. It has a very good fan so noise levels are less when compared to air blowers. The only disappointment was the knobs provided for air flow and for swing, feels very cheap and sometimes you will feel that it might come out while operating it. Easy to clean as well. Worth the money spent.",Old Model
642,26 May 2020,Too small but portable,3.0,"It is too small make sure that it fits to your needs because it is not effective in our room. We need to sit in front of it for cool air. If you open its side panels they are hard to put back. Packaging was really good. Swings work fine. Also, there is no refund policy so check dimensions before ordering.",Old Model
643,6 July 2021,Cools well but has high noise,4.0,Good air flow and cooling for a small room. Wheels are good quality and moving it around is not a problem. However makes more noise vs smaller symphony room coolers.,Old Model
644,25 May 2021,",",4.0,"कूलर बहुत अच्छा है , मीडियम रूम के लिए ठीक है , फैन की स्पीड थोड़ी कम है , आवाज बहुत कम करता है , पंखे के बिल के खर्च में चलता है",Old Model
645,6 April 2022,Good product but noise level too high. You can't use in the night,2.0,"The media could not be loaded.
                



 Good product but noise level is too high.You can't use in the night due to high noise you will get head ache and sleep less night.Knobs are very delicate plastic.",Old Model
646,16 May 2021,"Very useful, Value for money. Trustworthy.",4.0,"Nice n useful product. Using one month regularly with full satisfaction. Low noisy,easy portability with castor wheel,Long throwing turbo fan. Received on 3rd floor with OEM pack rapped with nice package.I,m fully satisfied.Thanks Amazon.",Old Model
647,14 August 2022,Broke after 3 months,1.0,* Cooler stopper working after 3 months..* Since its in warranty i raised service request via online and i followed up 4 times calling contact centre.* after a week they cancelled my service request without service and not informing me* Poor service from a reputed Indian Brand .. I preferred Indian brand instead of Chinese / western brand .. and now do I need to regret for it (Or) as regular Indian wait in hope ??,New Model
648,13 April 2022,Very poor performance,2.0,"I have installed this cooler in the 15/15 room, maintaining cross air circulation. But cooling capacity along with air through capacity of this cooler is very poor. I am not satisfied at all.",New Model
649,31 March 2021,Overall rating - 2/5,2.0,"Overall - 2/5Noise level is very low (barely makes any noise)Build quality is very poor, way below expectation. Fitting is not good, screws are too tight and jammed.Definitely does not throw air for 70 feet. Barely covers 15-20 ft.Water inlet is at the back and too small. Takes too must time and spillage to fill the water if not for a water pipe.Cooling is average.Overall disappointed. Could have bought a better one.",Old Model
650,1 May 2017,Value for Money,5.0,"If you are looking a Air Cooler with fan instead of blower. Bajaj Room Cooler PX 97 Torque has it. It doesn't blow all stuff out of your room and that is a good thing. Dont compare it with Desert Cooler, But in price range and its effectiveness, compare to other coolers and brands, thisis the best one.Thumbs up to the seller. Very good packaging.Pros:1> Good water tank(36 liters capacity) ensures full day running of the air cooler.2> Wheels: good mobility in house.3> Does not leak water.4> Low noise.5> Only 100 watts, so u can use this cooler instead of a FAN, usually FAN uses 70-80 watts. So low on pwer consumption.6> Suitable for Medium size room,Cons:1> Wire is too short is the only problem but, negotiable.2> It is not as attractive as other cooler in market but definitely value for money.3> Water outlet is not there, so problem in cleaning of dirty water.Its working fine till Now, 14th day after Purchase.",Old Model
651,20 April 2021,Not worth! Better buy some other brand from local market.,3.0,Just dont buy this.This is very small.After few days somehow the cooling reduces.Not getting the cooling lately.Not worth the price.Just go to your local market and buy something else.,Old Model
652,14 March 2021,Not enough cooling..feels like tower fan...no cool air throw,2.0,Performance not good...at beginning  it throwed cool air and the water circulation Through the honeycomb pad was good..now the water circulation is not good its just dripping water drop by drop.... feels like tower fanAmazon does not have a return for this product..they will only replace with same one.. wanted to return and buy a desert coolerRaised support request with bajaj for this issue..lets see what happensThis review is after using it for 2days,Old Model
653,13 August 2022,Motor complaint,2.0,Motor complaint using after 25days,New Model
654,16 July 2022,Delicate machine,2.0,Review after one month of useCastor wheels are brokenRegulator is broken,New Model
655,26 July 2022,Worth buying,5.0,It is a good quality product at this price range. I’ve been using it for last 03 months and I’m satisfied with the purchase.,New Model
656,21 April 2021,Good.,3.0,"The media could not be loaded.
                



 Product is very good. But capacity 36litres is not genuine. By seeing the capacity 36litres we imagine that it is Big in size. And one more difect is not refundable product.",Old Model
657,19 March 2021,Poor quality checks before dispatch,2.0,"Very unhappy....Received air cooler without drain plug or valve at bottom. Refer photo attached. Ignoring this defect, did not raise item return request and managed my self to plug the drain hole some how, to start using cooler.Also found one fan motor mounting nut in loose condition from body inside. Corrected all mounting nuts my self. Being an engineer, I could do this all myself, but what about other normal person..??Very unhappy with quality checks by company.",Old Model
658,3 June 2021,Good for Single Person,4.0,This is Not Good for Family.Due to its low height without any Stand etc  its air throw remains lower than the normal Cot/Bed height.Good For single person,Old Model
659,11 April 2021,Value for money,4.0,Good cooler in this price range.  Gives nice cooling in my 10x11 bedroom.  Plastic quality I feel is weak n no Ice cube option are the two things I didn't like,Old Model
660,1 March 2023,Remote not operate model,1.0,"The media could not be loaded.
                



 Yeah remote operator Nahi hai",New Model
661,9 June 2021,Satisfactory,4.0,"Compared to other cooler, it's bestEven electricity consumption of this cooler is less, it doesn't comes with remote but also we should consider as we buy cooler to make cool..",Old Model
662,29 May 2021,Disappointed!!!,2.0,Totally disappointed with the product...After verifying the positive reviews I have ordered the bajaj Platini air cooler... But it's moreover like a tower fan there is no cooling effect.. The temperature of the air cooler was literally like 30° C ! I was expecting little bit high cooling effect if you are a AC person then this air cooler is like a table fan with high speed.. Noise level and portability are good..,Old Model
663,19 March 2021,Alternate soure for AC,4.0,"Water pump need to be fixed before it was actually put into use. Else it's a good product position it outside window and keep vent to make flow of air, you don't need an AC.",Old Model
664,11 June 2022,Too small for a room,2.0,Not sufficient for roomBetter to buy from local shop for same price range or buy with higher capacity in brands.,New Model
665,22 June 2021,Fine items but slightly overpriced,4.0,Nic item but small in height and flap movement is only in horizontal direction. Cooler is good but little overpriced and not useful in costal area as claim.,Old Model
666,7 April 2019,Ideal for Small room Single Person,3.0,The Cooler seems to be optimal for a small room and single person. Keep the room well ventilated before using the cooler. There were some cons with the same which i would like to highlight- The Levers at sides to open the doors are very tight and are too small for grip. Opening the doors through the same is a pain- The cooler had a weird smell which never seems to go. Looks like some medicine was Poured into it.,Old Model
667,7 May 2022,Not happy,2.0,Not easy to open the sides.Not easy to fill water in it  and very difficult to see the water level. Won't recommend anybody to buy this product.,New Model
668,27 April 2022,1st time  use... The smell is awful...,2.0,_Bad smell_Makes noise when turned on the water mode._The openings are too weak . Poor quality._ vent for water is too small._ Cooling is not 100%,New Model
669,21 July 2020,THIN PLASTIC BLADES,4.0,"Noise level is extremely low.It will work only in properly ventilated area.The blades of the fan is very thin and made up of plastic, for which the force of air coming out is very less. Prefer having a cooler with metak blades with antirust coating.It wont work in humid region.",Old Model
670,23 March 2021,Not bad so far,4.0,"So far ok just being using less than a month pretty cool, first two week some chemicals smell ,overall ok but too early to give honest feed back will update in future.",Old Model
671,4 May 2019,Better that symphony hi-cool,5.0,"This Baja platni px97 (Rs 5600) is better than symphony hi cool  cooler (approx rs 9k) , I am writing this review after using these coolers for almost 10 days..First of all I ordered symphony hi-cool  considering very attractive features, specially i-pure technology(pure air with no smell , bacteria etc) but these all features are false and only marketing strategy by manufacturer..I returned symphony cooler after 9 days of use (started smelling even though I cleaned honeycomb pad once and also use to change water daily ,noise level was high, it was cooling was good in a particular direction but air flow was making uncomfortable) I returned and ordered this bajaj platni px97 and I am very much satisfied and happy with it..nose level is acceptable,cooling is good .can cool small room easily..air flow is smooth ..",Old Model
672,7 April 2021,Nice personal room cooler,4.0,Good air throw with nice cooling with cold water. Very good for small rooms of about 100 sqft.Just one drawback that it does not have any ice tray. Overall very good product.,Old Model
673,20 April 2022,Product stopped working after 15 days,2.0,I want to return this product. But since the product stopped working after 15 days. The return window is only 10 days. I am not able to return it. The worst experience,New Model
674,21 August 2022,Value for money.,5.0,Bit noisy.Good air quality and pressure.Cooling is good if we use ice in tub.,New Model
675,23 May 2020,"Good air flow and capacity , but delicate material used and fan sound is MORE",3.0,"Huge sound , no sound insulation at all. Fan sound + water sound will be a big disturbance for small kids and all.Adults may get used to it.Full plastic body and everything looks delicate . The wheels won't last long if you push it with maximum capacity.Good fan speed and air flow.",Old Model
676,6 July 2022,Not good,2.0,Small cooler for small size room.not for very heat climate. Rotating wheels are not up to mark.,New Model
677,27 May 2022,Affordable and Energy efficient water cooler,5.0,"The media could not be loaded.
                



 Product only recommended for small family 2 people only.Quality 5/5Water capacity 36 ltrCooling 5/5Energy efficient 5/5 only 100 wattRecommended 2 people onlyHeight 2ft 7 inchOverall good product for two people only.",New Model
678,18 March 2021,"Compact, moderate noise level but bad smell",3.0,It’s good for small- medium room. Moderate noise level. But it’s giving bad smell it’s thirds day we cleaned multiple times from inside but no much improvement. Will wait for couple of more days.,Old Model
679,17 March 2022,Cooling effcect. Motor stopped working after a month.,2.0,"Cooling effect  is not satisfying. Not at all happy after buying.i bought this on 17th march 2022 and today on 1st May, 2022, the water pump motor inside stopped working. Worst experience! Dont buy",New Model
680,5 December 2021,Air flow is good. But its noisy,3.0,Air flow is good. Noise is high,Old Model
681,21 May 2021,Average,3.0,Everything is good but it is jot for summers in south regionPower is very less & may be suitable for a single person but not two people too,Old Model
682,20 May 2021,It's awesome,4.0,The model is really good. Good cooling system and less noise. It's great👍The Amazon delivery boy was so Errogant and unprofessional. Not at all appreciated the Amazon delivery part.,Old Model
683,26 December 2021,Good product,4.0,Good product,Old Model
684,23 May 2021,Decent for a small room.,4.0,Decent performance for a small room after manually adding ice into the container which gives cooling sensation..I am satisfied with its performance..Absolutely no for large sized rooms..,Old Model
685,21 May 2022,Kind of wasted the money,2.0,"Cooler is good, but the movement of cooler is worst, wheels are coming out automatically after 5-10 days use. For single person it's ok-ok.",New Model
686,29 April 2021,Decent but loud..,4.0,"Pretty decent cooler. However makes slightly higher than comfortable noise. One does get used to it, but shouldn't have to. Otherwise works pretty well and is easy to move around.",Old Model
687,5 April 2021,Value for money,4.0,"Good at this price, water fill inlet is small, air flow is good for mini cooler, good for personal use in 12x10 room. Looks durable plastic. Need lower height bed for this.",Old Model
688,22 May 2021,Suitable for small room,3.0,According to my view the cooler is only manageable for small room if placed ventilation side where out air can flow in. Or else go for bigger one.,Old Model
689,15 July 2022,Best and budget friendly,5.0,"Very nice design, less noise then other coolers, very easy to use, portable and accessible . Extremely satisfied and happy worth buying this outstanding product.",New Model
690,18 July 2022,Very usefull and effective silent cooler,5.0,"Good airflow, good cooling. Totally value for money.Just one con, initially  it will smell very bad when water soaking sheets get wet.",New Model
691,30 April 2022,not worthy of 6k,2.0,i do not recommend as cost is high and size is small..it can only suffice one person nd in a extra small room.  there r better options instead.,Old Model
692,11 May 2021,Broken Water Level Indicator.,3.0,"the water level indicator is broken, we just now received the bajaj platini air cooler and as shown in photographs , it has come in broken condition. Need replacement urgently.",Old Model
693,9 April 2021,Good for a small room,3.0,The build quality is not that good and opening of sides are to much hard so it’s bit difficult to always open for cleaning out water. Overall it works good.,Old Model
694,20 May 2021,Type: Personal cooler,4.0,"Keep in mind that, this is personal cooler so you can't expect cooling as we get from window cooler.Cooling is good. For personal cooler choice good to go.",Old Model
695,27 May 2021,Don't buy,3.0,Don't buy it I don't like this product cleaning is difficult and honey comb technology is worst the water will became smell due to this technology,Old Model
696,23 May 2015,Good product,4.0,"Overall its good, cooling nice. After receiving, the pump was not working, called Bajaj executive, he repaired and at present working fine. The cooling is not that much where temperature rises above 40* C. The water inlet is not proper, you will find difficulty in pouring water. The ice chamber is also not there, so you have to go for cold water with ice first. Overall its good product. You can prolonged your hot day into cool breeze. The packing needs to be improved. The Amazon price is much higher than other online Shoppe, which requires review  immediately.",Old Model
697,20 June 2022,Good Product,5.0,This product is very good quality and cool is good for me and my child. It is perfect for 2 or 3 persons only. This hight middle compare to local Coolers.,New Model
698,27 April 2021,Decent good cooler....,4.0,Lightly costly inthis price range.... Side cover ( honey comb) quality was poor... Low noise. it is enough for single room ( at least 120 sqft area).. otherwise good,Old Model
699,6 April 2022,Weird smell that gives headace,2.0,I am using it from a week thinking the weird smell will go away but looks like the material they have used inside has that smell and trust me it causes headache,New Model
700,3 July 2019,Good for 10*10 room get cool,3.0,"Pros.1. Air flow is good2. Cools very averaged3. High water capacity so no going out of water in overnightCons.1. Speed regulator non of use only 10% difference in 1st & 3rd.2. More than a average sound3. For filling water need to remove side or back pannels slot is small if pipe is kept insde it , it gets out splits WaterSuggestions.Make better place to fill water",Old Model
701,26 June 2021,Less noise less power Consumption,3.0,Cooler box is not satisfactory as it was not strongLess noiseLess water consumptionGood for upto 42 degree DempretureOnly for single person,Old Model
702,25 May 2021,Overall good in low price,3.0,"Pros- powerful silent motor, smoothcastor wheel , efficient honey combpad , budget friendly.Cons-Low quality plastic body ,with loose joint.Water filling inadequate space",Old Model
703,25 March 2022,Good and Useful Appliance,5.0,"The product is very good with less noise level , and the mobility of the product is excellent.  A must buy product for the summer season. Also , the capacity of 36 litres and compactness of the product makes it a very good choice .Thank you .",New Model
704,5 March 2021,Product is good. But when sleep you feel some noise.,4.0,Product is good. But when you sleep i suggest you to select fan speed low so noise will be reduce and your sleep might be comfortable. Overall product is good 👌,Old Model
705,14 July 2021,Super,4.0,Good but not good only 2 person will ok not more than that.... Try to direct AC  .. don't buy any cooler,Old Model
706,29 April 2019,Good but little overpriced,3.0,"Already body damaged, but working well, summer is running aggressively thatswhy not returning coolerIn the very first day now temp. level is above than average don't know where is to go in long runSwitches is not correctly placed, on starting of fan third level is on first no. Surprised after seeing branded company dose these type of mistakeWater draining system is absentNeed to improve in all these areas as a brand value of bajaaj",Old Model
707,31 March 2021,"Good item, less noise, good speed",4.0,"Good item, less noise, good speed, less power consumption.With honeycomb after running cooler for 3 hrs, room (15ft*10ft) gets cool enough in Pune place in 2nd floor.",Old Model
708,16 May 2022,Regret of buying,2.0,Small in height.Not enough for bedroom. noise level is heigh.Personally I don't like this product.Want to return but no option,New Model
709,30 March 2022,Value for money,5.0,"Bajaj has a very good cooler in ₹ 6200. Bajaj air cooler is very good. But it should have been a bit bigger. If it was at least 45 liters and 125 watts, it would have been very good in a normal room. Excellent cooler for 10×15 foot rooms.",New Model
710,10 August 2021,It was delivered with water pumping motor non ops /defective.,2.0,"It was delivered with water pumping motor non ops /defective. I had to change it by own money. I was not at home when it was delivered and wife was not aware of this and complained me of no cooling effect. When I return to home after 2 months, I changed the motor and it worked. Moreover after sometime, water leakage problem started.",Old Model
711,13 August 2022,Good,2.0,Good,New Model
712,12 April 2021,Logo Colour Genuinity,4.0,HiThe logo colour shown in the product catalogue and the one delivered are different.Can anyone authenticate if this is the original productRegardsVinay,Old Model
713,19 September 2020,It is compact and good for small room,4.0,Two days back i ordered symphony cooler.. But received a used product and not properly packed and no warranty card.. So i return that and ordered bajaj.Baja cooler is properly packed and received in good condition.. So far so good,Old Model
714,30 July 2020,"Go for it, just make sure you are getting original Bajaj cooler",4.0,"This is my second purchase, and this one is for my parents.the Bajaj icon in cooler is not coloured in this case so I have a question on authenticity of brand by Amazon/seller. I was too late when I saw it my self and couldn't return.",Old Model
715,16 June 2021,Good product for very small room,4.0,Good product..meter pump stopped to work after purchasing 2 months but repaired by Bajaj service centre as free of cost..good for very small size room.,Old Model
716,18 March 2022,Very useful at an affordable price.,5.0,This is my second same product from bajaj. I bought the same model because the previous cooler is still working perfectly even though it bought in 2019.  I thought to vo to other company products but after seeing this performance of the earlier product I sticked to the same model,New Model
717,27 May 2019,Good cooling for a room not more than 14'*14' with window.,5.0,I am using this cooler for more than 3 weeks now cooler is good effective for me. It cool down your room if used efficiently like must keep near window and run continuosly not more than at hour. As if you run it continuously it will make your surroundings humid. Also your room size must be of medium or small size sufficient for double bed. I have purchased this in 5k after 10% discount on muly card. Best by in this rate as no other brand gives you this much bigger tank size in this price range.Only two drawbacks1. Its built quality is not good like symphony.2. Nobe size for cover opening is too small which make to hectic to open its cover for cleaning.Verdict value for money.,Old Model
718,15 June 2021,Worth buying,4.0,"For the price, its 90% results. It's noisy and one has to handle it carefully as it's delicate as well (because it's light weight).",Old Model
719,20 May 2022,Tire quality,2.0,It is nice product but the main thing in cooler is tire. But this cooler tire is very bad in quality .,New Model
720,14 June 2021,अच्छा कूलर,4.0,कम कीमत में अच्छा कूलर है। इसे इनवर्टर पर भी कई घंटे चलाया जा सकता है। ऊंचाई कम है १०० सेमी होने से अच्छा होता।,Old Model
721,21 May 2022,Best product.,5.0,"Thanks to Bajaj & amazon, it's really the best cooler I have got.It's work really efficiently.just few draw back.1) No ice box.2) Cleaning of fins and tank it's little difficult.",New Model
722,8 July 2021,Good for internal use.,3.0,It does not cool enough once it gets old fro about a month.It does give a little bit of smell.,Old Model
723,27 June 2022,Fan stopped working in 4 months.,2.0,Fan stopped working in 4 months.Please provide the contact info to avail support.,New Model
724,31 March 2021,Not that great,2.0,"Received in a damaged condition, fixed it at home. Otherwise the product is ok. Price is too high, not worth it. I paid 5899....quality of plastic is very cheap and assembly is very poor.....should not be more than 3k. Water inlet is very small, to put ice u need to open a side. Honeycomb layer is very thin.It's ok for a room upto 100sqft....Product is portable and noise level is low.",Old Model
725,30 May 2021,Bad build quality,3.0,"This is my second purchase but disappointed with the build quality of this version, as the wheels have came out within 2 months.",Old Model
726,20 March 2022,Be sure to know that it covers upto 2.5ft height only,5.0,Am writing this review after a thorough usage of the product.I liked it. it settles for compact space to cover and gives whole night of water tank capacity easily. If you're just one person and need the cool air. I suggest you go for it. Bulid quality is good.,New Model
